SPCD,variant,n,rmse,bias,r2,common_name
116,WS,3645,15.198901423413597,-0.39996648500848736,0.7995961335916391,SPCD 116
117,BC,93,18.025434793081352,0.023400166633808072,0.8816036894959441,SPCD 117
117,BM,1,5.412077068559871,-5.412077068559871,NA,SPCD 117
117,CA,1511,15.284305649751952,1.073379748637721,0.8724601306843789,SPCD 117
117,NC,106,19.107561940826862,-0.15279683816058823,0.8290973857105925,SPCD 117
117,OC,998,16.85134077955859,-0.7341085236246999,0.8513234008224692,SPCD 117
117,OP,181,17.75993906178198,-2.8822099138113195,0.8773114647528979,SPCD 117
117,SO,354,9.159348166535338,1.4319831543099426,0.9163897530533957,SPCD 117
117,WC,80,19.734206228960062,-0.9395427247906329,0.8702681105116856,SPCD 117
117,WS,1446,19.322266923952256,0.6346795018720773,0.8176377128775604,SPCD 117
118,CR,35,4.972061516963976,-1.4166287449433486,0.6394624771729513,SPCD 118
119,BC,185,14.593403753550229,-2.474956882248986,0.8512278664143095,SPCD 119
119,BM,7,11.033295577254304,-0.9769465774397094,0.9482227444059416,SPCD 119
119,CA,243,14.599919563306798,1.3846200963403166,0.8042634731019405,SPCD 119
119,EC,218,13.293642185420058,4.905084053494495,0.8701430440111518,SPCD 119
119,EM,3,42.6862884368831,-29.353452581312464,-0.8823545666495665,SPCD 119
119,IE,367,12.775841316485273,0.38202940083054404,0.8604580773491085,SPCD 119
119,KT,87,11.731506554189941,-1.4214781403352321,0.8836419033509739,SPCD 119
