year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2000,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,11,Northern-Hardwood,Low,Medium,NE,calibrated_map,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,12,Northern-Hardwood,Low,High,NE,default,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,12,Northern-Hardwood,Low,High,NE,default,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,12,Northern-Hardwood,Low,High,NE,default,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,12,Northern-Hardwood,Low,High,NE,default,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,12,Northern-Hardwood,Low,High,NE,default,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,12,Northern-Hardwood,Low,High,NE,default,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,12,Northern-Hardwood,Low,High,NE,default,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,12,Northern-Hardwood,Low,High,NE,default,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,12,Northern-Hardwood,Low,High,NE,default,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,12,Northern-Hardwood,Low,High,NE,default,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,12,Northern-Hardwood,Low,High,NE,default,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,12,Northern-Hardwood,Low,High,NE,default,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,12,Northern-Hardwood,Low,High,NE,default,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,12,Northern-Hardwood,Low,High,NE,default,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,12,Northern-Hardwood,Low,High,NE,default,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,12,Northern-Hardwood,Low,High,NE,default,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,12,Northern-Hardwood,Low,High,NE,default,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,12,Northern-Hardwood,Low,High,NE,default,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,12,Northern-Hardwood,Low,High,NE,default,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,12,Northern-Hardwood,Low,High,NE,default,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,12,Northern-Hardwood,Low,High,NE,default,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,12,Northern-Hardwood,Low,High,NE,calibrated_map,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,13,Northern-Hardwood,Medium,Low,NE,default,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,13,Northern-Hardwood,Medium,Low,NE,default,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,13,Northern-Hardwood,Medium,Low,NE,default,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,13,Northern-Hardwood,Medium,Low,NE,default,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,13,Northern-Hardwood,Medium,Low,NE,default,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,13,Northern-Hardwood,Medium,Low,NE,default,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,13,Northern-Hardwood,Medium,Low,NE,default,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,13,Northern-Hardwood,Medium,Low,NE,default,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,13,Northern-Hardwood,Medium,Low,NE,default,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,13,Northern-Hardwood,Medium,Low,NE,default,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,13,Northern-Hardwood,Medium,Low,NE,default,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,13,Northern-Hardwood,Medium,Low,NE,default,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,13,Northern-Hardwood,Medium,Low,NE,default,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,13,Northern-Hardwood,Medium,Low,NE,default,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,13,Northern-Hardwood,Medium,Low,NE,default,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,13,Northern-Hardwood,Medium,Low,NE,default,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,13,Northern-Hardwood,Medium,Low,NE,default,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,13,Northern-Hardwood,Medium,Low,NE,default,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,13,Northern-Hardwood,Medium,Low,NE,default,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,13,Northern-Hardwood,Medium,Low,NE,default,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,13,Northern-Hardwood,Medium,Low,NE,default,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,13,Northern-Hardwood,Medium,Low,NE,calibrated_map,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,14,Northern-Hardwood,Medium,Medium,NE,default,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,14,Northern-Hardwood,Medium,Medium,NE,default,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,14,Northern-Hardwood,Medium,Medium,NE,default,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,14,Northern-Hardwood,Medium,Medium,NE,default,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,14,Northern-Hardwood,Medium,Medium,NE,default,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,14,Northern-Hardwood,Medium,Medium,NE,default,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,14,Northern-Hardwood,Medium,Medium,NE,default,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,14,Northern-Hardwood,Medium,Medium,NE,default,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,14,Northern-Hardwood,Medium,Medium,NE,default,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,14,Northern-Hardwood,Medium,Medium,NE,default,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,14,Northern-Hardwood,Medium,Medium,NE,default,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,14,Northern-Hardwood,Medium,Medium,NE,default,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,14,Northern-Hardwood,Medium,Medium,NE,default,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,14,Northern-Hardwood,Medium,Medium,NE,default,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,14,Northern-Hardwood,Medium,Medium,NE,default,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,14,Northern-Hardwood,Medium,Medium,NE,default,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,14,Northern-Hardwood,Medium,Medium,NE,default,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,14,Northern-Hardwood,Medium,Medium,NE,default,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,14,Northern-Hardwood,Medium,Medium,NE,default,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,14,Northern-Hardwood,Medium,Medium,NE,default,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,14,Northern-Hardwood,Medium,Medium,NE,default,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,14,Northern-Hardwood,Medium,Medium,NE,calibrated_map,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,15,Northern-Hardwood,Medium,High,NE,default,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,15,Northern-Hardwood,Medium,High,NE,default,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,15,Northern-Hardwood,Medium,High,NE,default,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,15,Northern-Hardwood,Medium,High,NE,default,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,15,Northern-Hardwood,Medium,High,NE,default,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,15,Northern-Hardwood,Medium,High,NE,default,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,15,Northern-Hardwood,Medium,High,NE,default,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,15,Northern-Hardwood,Medium,High,NE,default,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,15,Northern-Hardwood,Medium,High,NE,default,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,15,Northern-Hardwood,Medium,High,NE,default,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,15,Northern-Hardwood,Medium,High,NE,default,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,15,Northern-Hardwood,Medium,High,NE,default,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,15,Northern-Hardwood,Medium,High,NE,default,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,15,Northern-Hardwood,Medium,High,NE,default,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,15,Northern-Hardwood,Medium,High,NE,default,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,15,Northern-Hardwood,Medium,High,NE,default,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,15,Northern-Hardwood,Medium,High,NE,default,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,15,Northern-Hardwood,Medium,High,NE,default,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,15,Northern-Hardwood,Medium,High,NE,default,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,15,Northern-Hardwood,Medium,High,NE,default,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,15,Northern-Hardwood,Medium,High,NE,default,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,15,Northern-Hardwood,Medium,High,NE,calibrated_map,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,16,Northern-Hardwood,High,Low,NE,default,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,16,Northern-Hardwood,High,Low,NE,default,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,16,Northern-Hardwood,High,Low,NE,default,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,16,Northern-Hardwood,High,Low,NE,default,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
2020,16,Northern-Hardwood,High,Low,NE,default,age,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2025,16,Northern-Hardwood,High,Low,NE,default,age,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2030,16,Northern-Hardwood,High,Low,NE,default,age,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2035,16,Northern-Hardwood,High,Low,NE,default,age,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2040,16,Northern-Hardwood,High,Low,NE,default,age,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2045,16,Northern-Hardwood,High,Low,NE,default,age,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2050,16,Northern-Hardwood,High,Low,NE,default,age,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2055,16,Northern-Hardwood,High,Low,NE,default,age,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2060,16,Northern-Hardwood,High,Low,NE,default,age,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1
2065,16,Northern-Hardwood,High,Low,NE,default,age,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2070,16,Northern-Hardwood,High,Low,NE,default,age,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2075,16,Northern-Hardwood,High,Low,NE,default,age,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
2080,16,Northern-Hardwood,High,Low,NE,default,age,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,1
2085,16,Northern-Hardwood,High,Low,NE,default,age,125.0,125.0,125.0,125.0,125.0,125.0,125.0,0.0,1
2090,16,Northern-Hardwood,High,Low,NE,default,age,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0.0,1
2095,16,Northern-Hardwood,High,Low,NE,default,age,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1
2100,16,Northern-Hardwood,High,Low,NE,default,age,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1
2000,16,Northern-Hardwood,High,Low,NE,calibrated_map,age,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2005,16,Northern-Hardwood,High,Low,NE,calibrated_map,age,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2010,16,Northern-Hardwood,High,Low,NE,calibrated_map,age,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2015,16,Northern-Hardwood,High,Low,NE,calibrated_map,age,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,1
