year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2090,27,Pine,High,High,NE,default,atba,184.0,184.0,184.0,184.0,184.0,184.0,184.0,0.0,1
2095,27,Pine,High,High,NE,default,atba,193.0,193.0,193.0,193.0,193.0,193.0,193.0,0.0,1
2100,27,Pine,High,High,NE,default,atba,202.0,202.0,202.0,202.0,202.0,202.0,202.0,0.0,1
2000,27,Pine,High,High,NE,calibrated_map,atba,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,1
2005,27,Pine,High,High,NE,calibrated_map,atba,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,1
2010,27,Pine,High,High,NE,calibrated_map,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2015,27,Pine,High,High,NE,calibrated_map,atba,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,1
2020,27,Pine,High,High,NE,calibrated_map,atba,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2025,27,Pine,High,High,NE,calibrated_map,atba,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2030,27,Pine,High,High,NE,calibrated_map,atba,69.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,1
2035,27,Pine,High,High,NE,calibrated_map,atba,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0,1
2040,27,Pine,High,High,NE,calibrated_map,atba,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2045,27,Pine,High,High,NE,calibrated_map,atba,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1
2050,27,Pine,High,High,NE,calibrated_map,atba,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2055,27,Pine,High,High,NE,calibrated_map,atba,117.0,117.0,117.0,117.0,117.0,117.0,117.0,0.0,1
2060,27,Pine,High,High,NE,calibrated_map,atba,126.0,126.0,126.0,126.0,126.0,126.0,126.0,0.0,1
2065,27,Pine,High,High,NE,calibrated_map,atba,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,1
2070,27,Pine,High,High,NE,calibrated_map,atba,146.0,146.0,146.0,146.0,146.0,146.0,146.0,0.0,1
2075,27,Pine,High,High,NE,calibrated_map,atba,154.0,154.0,154.0,154.0,154.0,154.0,154.0,0.0,1
2080,27,Pine,High,High,NE,calibrated_map,atba,159.0,159.0,159.0,159.0,159.0,159.0,159.0,0.0,1
2085,27,Pine,High,High,NE,calibrated_map,atba,165.0,165.0,165.0,165.0,165.0,165.0,165.0,0.0,1
2090,27,Pine,High,High,NE,calibrated_map,atba,170.0,170.0,170.0,170.0,170.0,170.0,170.0,0.0,1
2095,27,Pine,High,High,NE,calibrated_map,atba,175.0,175.0,175.0,175.0,175.0,175.0,175.0,0.0,1
2100,27,Pine,High,High,NE,calibrated_map,atba,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,1
2000,28,Oak-Pine,Low,Low,NE,default,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,28,Oak-Pine,Low,Low,NE,default,atba,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1
2010,28,Oak-Pine,Low,Low,NE,default,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2015,28,Oak-Pine,Low,Low,NE,default,atba,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,1
2020,28,Oak-Pine,Low,Low,NE,default,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2025,28,Oak-Pine,Low,Low,NE,default,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2030,28,Oak-Pine,Low,Low,NE,default,atba,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,1
2035,28,Oak-Pine,Low,Low,NE,default,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2040,28,Oak-Pine,Low,Low,NE,default,atba,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,1
2045,28,Oak-Pine,Low,Low,NE,default,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2050,28,Oak-Pine,Low,Low,NE,default,atba,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2055,28,Oak-Pine,Low,Low,NE,default,atba,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2060,28,Oak-Pine,Low,Low,NE,default,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,28,Oak-Pine,Low,Low,NE,default,atba,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2070,28,Oak-Pine,Low,Low,NE,default,atba,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2075,28,Oak-Pine,Low,Low,NE,default,atba,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2080,28,Oak-Pine,Low,Low,NE,default,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2085,28,Oak-Pine,Low,Low,NE,default,atba,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2090,28,Oak-Pine,Low,Low,NE,default,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2095,28,Oak-Pine,Low,Low,NE,default,atba,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,1
2100,28,Oak-Pine,Low,Low,NE,default,atba,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,1
2000,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1
2010,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2015,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,1
2020,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2025,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2030,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,1
2035,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2040,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,1
2045,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2050,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2055,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2060,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2070,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2075,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2080,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2085,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2090,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2095,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,1
2100,28,Oak-Pine,Low,Low,NE,calibrated_map,atba,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,1
2000,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2005,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2010,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2030,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2035,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2040,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2045,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2050,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2055,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2060,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2065,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2070,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2075,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2080,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2085,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2090,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2095,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2100,29,Oak-Pine,Low,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2000,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2005,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2010,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2030,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2035,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2040,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2045,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2050,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2055,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2060,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2065,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2070,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2075,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2080,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2085,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2090,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2095,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2100,29,Oak-Pine,Low,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2000,30,Oak-Pine,Low,High,NE,default,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2005,30,Oak-Pine,Low,High,NE,default,atba,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1
2010,30,Oak-Pine,Low,High,NE,default,atba,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1
2015,30,Oak-Pine,Low,High,NE,default,atba,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,1
2020,30,Oak-Pine,Low,High,NE,default,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2025,30,Oak-Pine,Low,High,NE,default,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2030,30,Oak-Pine,Low,High,NE,default,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2035,30,Oak-Pine,Low,High,NE,default,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2040,30,Oak-Pine,Low,High,NE,default,atba,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1
2045,30,Oak-Pine,Low,High,NE,default,atba,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,1
2050,30,Oak-Pine,Low,High,NE,default,atba,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2055,30,Oak-Pine,Low,High,NE,default,atba,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,1
2060,30,Oak-Pine,Low,High,NE,default,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2065,30,Oak-Pine,Low,High,NE,default,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2070,30,Oak-Pine,Low,High,NE,default,atba,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2075,30,Oak-Pine,Low,High,NE,default,atba,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2080,30,Oak-Pine,Low,High,NE,default,atba,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2085,30,Oak-Pine,Low,High,NE,default,atba,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2090,30,Oak-Pine,Low,High,NE,default,atba,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2095,30,Oak-Pine,Low,High,NE,default,atba,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2100,30,Oak-Pine,Low,High,NE,default,atba,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2000,30,Oak-Pine,Low,High,NE,calibrated_map,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2005,30,Oak-Pine,Low,High,NE,calibrated_map,atba,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1
2010,30,Oak-Pine,Low,High,NE,calibrated_map,atba,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1
2015,30,Oak-Pine,Low,High,NE,calibrated_map,atba,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,1
2020,30,Oak-Pine,Low,High,NE,calibrated_map,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2025,30,Oak-Pine,Low,High,NE,calibrated_map,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2030,30,Oak-Pine,Low,High,NE,calibrated_map,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2035,30,Oak-Pine,Low,High,NE,calibrated_map,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2040,30,Oak-Pine,Low,High,NE,calibrated_map,atba,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1
2045,30,Oak-Pine,Low,High,NE,calibrated_map,atba,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,1
2050,30,Oak-Pine,Low,High,NE,calibrated_map,atba,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2055,30,Oak-Pine,Low,High,NE,calibrated_map,atba,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,1
2060,30,Oak-Pine,Low,High,NE,calibrated_map,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2065,30,Oak-Pine,Low,High,NE,calibrated_map,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2070,30,Oak-Pine,Low,High,NE,calibrated_map,atba,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2075,30,Oak-Pine,Low,High,NE,calibrated_map,atba,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2080,30,Oak-Pine,Low,High,NE,calibrated_map,atba,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2085,30,Oak-Pine,Low,High,NE,calibrated_map,atba,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2090,30,Oak-Pine,Low,High,NE,calibrated_map,atba,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2095,30,Oak-Pine,Low,High,NE,calibrated_map,atba,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2100,30,Oak-Pine,Low,High,NE,calibrated_map,atba,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2000,31,Oak-Pine,Medium,Low,NE,default,atba,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1
2005,31,Oak-Pine,Medium,Low,NE,default,atba,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,1
2010,31,Oak-Pine,Medium,Low,NE,default,atba,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,1
2015,31,Oak-Pine,Medium,Low,NE,default,atba,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,1
2020,31,Oak-Pine,Medium,Low,NE,default,atba,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2025,31,Oak-Pine,Medium,Low,NE,default,atba,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2030,31,Oak-Pine,Medium,Low,NE,default,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2035,31,Oak-Pine,Medium,Low,NE,default,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2040,31,Oak-Pine,Medium,Low,NE,default,atba,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2045,31,Oak-Pine,Medium,Low,NE,default,atba,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,1
2050,31,Oak-Pine,Medium,Low,NE,default,atba,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,1
2055,31,Oak-Pine,Medium,Low,NE,default,atba,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,1
2060,31,Oak-Pine,Medium,Low,NE,default,atba,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,1
2065,31,Oak-Pine,Medium,Low,NE,default,atba,71.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,1
2070,31,Oak-Pine,Medium,Low,NE,default,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2075,31,Oak-Pine,Medium,Low,NE,default,atba,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2080,31,Oak-Pine,Medium,Low,NE,default,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2085,31,Oak-Pine,Medium,Low,NE,default,atba,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2090,31,Oak-Pine,Medium,Low,NE,default,atba,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2095,31,Oak-Pine,Medium,Low,NE,default,atba,94.0,94.0,94.0,94.0,94.0,94.0,94.0,0.0,1
2100,31,Oak-Pine,Medium,Low,NE,default,atba,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1
2000,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1
2005,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,1
2010,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,1
2015,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,1
2020,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2025,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2030,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2035,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2040,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,1
2045,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,1
2050,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,1
2055,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,1
2060,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,1
2065,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,71.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,1
2070,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2075,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2080,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2085,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2090,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2095,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,94.0,94.0,94.0,94.0,94.0,94.0,94.0,0.0,1
2100,31,Oak-Pine,Medium,Low,NE,calibrated_map,atba,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1
2000,32,Oak-Pine,Medium,Medium,NE,default,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,32,Oak-Pine,Medium,Medium,NE,default,atba,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1
2010,32,Oak-Pine,Medium,Medium,NE,default,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2015,32,Oak-Pine,Medium,Medium,NE,default,atba,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,1
2020,32,Oak-Pine,Medium,Medium,NE,default,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2025,32,Oak-Pine,Medium,Medium,NE,default,atba,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,1
2030,32,Oak-Pine,Medium,Medium,NE,default,atba,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.0,1
2035,32,Oak-Pine,Medium,Medium,NE,default,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2040,32,Oak-Pine,Medium,Medium,NE,default,atba,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2045,32,Oak-Pine,Medium,Medium,NE,default,atba,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2050,32,Oak-Pine,Medium,Medium,NE,default,atba,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,32,Oak-Pine,Medium,Medium,NE,default,atba,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2060,32,Oak-Pine,Medium,Medium,NE,default,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2065,32,Oak-Pine,Medium,Medium,NE,default,atba,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2070,32,Oak-Pine,Medium,Medium,NE,default,atba,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,1
2075,32,Oak-Pine,Medium,Medium,NE,default,atba,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,1
2080,32,Oak-Pine,Medium,Medium,NE,default,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2085,32,Oak-Pine,Medium,Medium,NE,default,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2090,32,Oak-Pine,Medium,Medium,NE,default,atba,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,1
2095,32,Oak-Pine,Medium,Medium,NE,default,atba,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,1
2100,32,Oak-Pine,Medium,Medium,NE,default,atba,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1
2000,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1
2010,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1
2015,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,1
2020,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2025,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,1
2030,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.0,1
