PLOT,MEASYEAR,PUB_LAT,PUB_LONG,FIRST_CN,FIRST_PLTCN,COUNTYCD,FIRST_INVYR,ALL_TRTCD,CYCLE5_MMT,CYCLE6_MMT,CYCLE7_MMT,CYCLE8_MMT,2021
1997,2001,45.46619,-69.18815,70182167010538,52916034010538,21,2001,10,0.193,0.204,0.228,0.231,0.274
1998,1999,43.89498,-70.15922,71947083010538,52724330010538,5,1999,10,0.502,0.292,0.296,0.339,0.331
1999,1999,45.33212,-70.95529,71919219010538,52739028010538,17,1999,0,0.059,0.096,0.14,0.193,0.276
2000,2000,44.38638,-68.77107,72038526010538,52782386010538,9,2000,10,0.599,0.537,0.554,0.3,0.344
2001,1999,46.54581,-68.33313,71939577010538,52754185010538,3,1999,10,0.278,0.209,0.201,0.233,0.214
2002,2000,44.85954,-70.11602,71984771010538,52843537010538,25,2000,10,0.22,0.246,0.283,0.248,0.171
2003,2001,46.48987,-69.68618,70180998010538,52914790010538,21,2001,10,0.389,0.327,0.346,0.234,0.287
2004,1999,46.23428,-68.39933,71939918010538,52754530010538,3,1999,50,0.235,0.092,0.095,0.144,0.142
2005,2000,46.24277,-68.76845,71965104010538,52823045010538,19,2000,10,0.457,0.399,0.432,0.492,0.545
2006,2000,44.70218,-69.4597,71981777010538,52840359010538,25,2000,0,0.013,0.031,0.064,0.131,0.173
2007,2001,44.91316,-68.47702,70157884010538,52877339010538,9,2001,0,0.198,0.316,0.414,0.49,0.522
2008,2001,46.12872,-69.09635,70185854010538,52919891010538,21,2001,10,0.342,0.374,0.405,0.029,0.012
2009,2001,45.52217,-68.59631,70173711010538,52893922010538,19,2001,0,0.139,0.197,0.214,0.254,0.316
2010,2000,45.12663,-69.13098,71972429010538,52830738010538,21,2000,0,0.004,0.001,0.001,0.002,0.002
2011,2000,45.29625,-68.02918,72045821010538,52801735010538,19,2000,0,0.151,0,0,0,0
2012,2001,45.54392,-69.95032,70195224010538,52929616010538,25,2001,10,0.09,0.106,0.086,0.1,0.16
2013,2000,43.90474,-69.74639,71977352010538,52835699010538,23,2000,0,0,0,0,0,0
2014,2000,44.49083,-68.17901,71954596010538,52731897010538,9,1999,10,0.082,0.082,0.153,0.134,0.15
2015,2001,43.93204,-69.86584,70148330010538,52867427010538,5,2001,0,0,0,0,0,0
2016,2001,44.96283,-67.04487,70120164010538,52937245010538,29,2001,0,0,0,0,0,0
2017,2000,45.21803,-69.83324,71984422010538,52843181010538,25,2000,0,0.323,0.288,0.307,0.34,0.352
2018,1999,44.47163,-67.94997,71906280010538,52709921010538,29,1999,0,0.192,0.233,0.206,0.208,0.232
2019,2000,43.85847,-70.13638,72032236010538,52775900010538,5,2000,0,0.093,0,0.168,0.192,0.203
2020,2000,44.01651,-70.21773,72011962010538,52806925010538,1,2000,10,0.244,0.283,0.327,0.376,0.39
2021,2000,44.5636,-68.42448,72042034010538,52786075010538,9,2000,10,0.319,0.362,0.291,0.32,0.345
2022,2000,45.08183,-69.39266,71970310010538,52828536010538,21,2000,10,0.115,0.118,0.098,0.088,0.173
2023,2000,43.73583,-70.43142,72032470010538,52776142010538,5,2000,0,0,0,0,0,0
2024,1999,44.60316,-70.17245,71951254010538,52728587010538,7,1999,10,0.194,0.25,0.187,0.197,0.27
2025,1999,47.00762,-69.36499,71929347010538,52743507010538,3,1999,0,0.058,0.088,0.155,0.204,0.204
2026,2000,44.18396,-70.27684,72159576010538,52741263010538,1,1999,0,0.08,0.078,0.095,0.125,0.045
2027,2000,45.47416,-68.83668,72049744010538,52805813010538,19,2000,0,0.391,0.404,0.439,0.488,0.487
2028,2001,44.30545,-69.17782,70198825010538,52933220010538,27,2001,10,0.346,0.355,0.432,0.459,0.489
2029,2001,45.82252,-70.10521,70197531010538,52931965010538,25,2001,10,0.344,0.177,0.211,0.154,0.165
2030,2001,44.73284,-70.76799,70152902010538,52872210010538,7,2001,0,0.345,0.383,0.378,0.405,0.39
2031,2000,44.33788,-68.36566,72040319010538,52784296010538,9,2000,0,0.44,0.454,0.486,0.468,0.481
2032,2001,45.6579,-68.82931,70167429010538,52887228010538,19,2001,0,0.173,0.181,0.201,0.218,0.217
2033,2000,46.19013,-68.98693,71971826010538,52830125010538,21,2000,10,0.314,0.157,0.14,0.164,0.191
2034,2000,45.72897,-67.83048,71946260010538,52723531010538,3,1999,10,0.139,0.167,0.154,0.225,0.315
2035,2000,45.75008,-69.18274,71974304010538,52832643010538,21,2000,0,0.167,0.215,0.233,0.257,0.276
2036,1999,43.74487,-69.86716,71890663010538,52694099010538,23,1999,0,0.389,0.396,0.431,0.465,0.44
2037,2000,46.53163,-69.12636,71969005010538,52827195010538,21,2000,0,0.192,0,0,0,0
2038,2002,45.91709,-69.25078,70252814010538,52948012010538,21,2002,10,0.33,0.041,0.078,0.122,0.122
2039,2002,44.20205,-70.57012,70239013010538,53019172010538,17,2002,0,0.3,0.396,0.463,0.474,0.474
2040,2002,44.79376,-69.60505,70268857010538,52964640010538,25,2002,0,0.189,0.192,0.253,0.254,0.254
2041,2002,45.29917,-68.18602,70241752010538,53022112010538,19,2002,0,0.194,0.241,0.266,0.336,0.336
2042,2002,47.31942,-69.36667,70206570010538,52998831010538,3,2002,0,0.242,0.304,0.353,0.401,0.401
2043,2002,46.78218,-69.78201,70207885010538,53000158010538,3,2002,10,0.128,0.176,0.237,0.19,0.19
2044,2002,44.54957,-70.89243,70223182010538,53016003010538,17,2002,0,0.361,0.386,0.422,0.409,0.409
2045,2002,44.89943,-70.44213,70211240010538,53003409010538,7,2002,10,0.082,0.046,0.066,0.102,0.102
2046,2002,46.35978,-69.43418,70262426010538,52957873010538,21,2002,0,0.043,0.1,0.182,0.282,0.282
2047,2002,45.44465,-69.77073,70267629010538,52963378010538,25,2002,0,0.308,0.36,0.394,0.452,0.452
2048,2002,44.50852,-67.59619,70282486010538,52978478010538,29,2002,0,0.017,0.051,0.057,0.067,0.067
2049,2002,44.73972,-69.93552,70266557010538,52962293010538,25,2002,10,0.246,0.292,0.323,0.177,0.177
2050,2002,43.52451,-70.71091,70283848010538,52979899010538,31,2002,0,0.229,0.294,0.359,0.39,0.39
2051,2002,46.59455,-68.58606,70202883010538,52995098010538,3,2002,10,0.351,0.113,0.129,0.13,0.13
2052,2002,43.27221,-70.71284,70282539010538,52978533010538,31,2002,0,0.42,0.474,0.536,0.591,0.591
2053,2002,45.62857,-70.0859,70264482010538,52960029010538,25,2002,10,0.117,0.004,0.006,0.023,0.023
2054,2002,45.32233,-70.24531,70270838010538,52966648010538,25,2002,0,0.053,0.069,0.08,0.099,0.099
2055,2002,43.54178,-70.59227,70283972010538,52980025010538,31,2002,0,0,0,0,0,0
2056,2002,45.13788,-68.82043,70245143010538,53025821010538,19,2002,0,0.183,0.253,0.281,0.306,0.306
2057,2002,44.38858,-70.81745,70240347010538,53020680010538,17,2002,10,0.265,0.279,0.321,0.197,0.197
2058,2002,45.40763,-69.00947,70256915010538,52952278010538,21,2002,0,0.232,0.281,0.285,0.32,0.32
2059,2002,44.62313,-67.8714,70278031010538,52973985010538,29,2002,0,0.145,0.144,0.172,0.202,0.202
2060,2002,45.30227,-68.6919,70248058010538,53028926010538,19,2002,10,0.138,0.04,0.047,0.09,0.09
2061,2002,46.10633,-69.61192,70262093010538,52957544010538,21,2002,0,0.314,0.353,0.369,0.398,0.398
2062,2002,46.0832,-67.83225,70228853010538,52984901010538,3,2002,10,0.072,0.113,0.159,0.206,0.206
2063,2002,46.71263,-69.73093,70229681010538,52985811010538,3,2002,0,0.264,0.287,0.337,0.362,0.362
2064,2002,44.23287,-69.58027,70222141010538,53014848010538,15,2002,0,0.21,0.225,0.257,0.338,0.338
2065,2002,44.81981,-67.63924,70275483010538,52971316010538,29,2002,10,0.291,0.314,0.096,0.15,0.15
2066,2002,44.36284,-70.07388,70219521010538,53012088010538,11,2002,10,0.226,0.421,0.372,0.3,0.3
2067,2002,43.82164,-69.95501,70209483010538,53001698010538,5,2002,0,0.235,0.253,0.268,0.306,0.306
2068,2002,46.01636,-70.07351,70265055010538,52960620010538,25,2002,0,0.08,0.109,0.162,0.203,0.203
2069,2002,46.68018,-68.82072,70228685010538,52984731010538,3,2002,10,0.227,0.202,0.246,0.326,0.326
2070,2002,47.29572,-69.16621,70230361010538,52986512010538,3,2002,10,0.376,0.085,0.07,0.081,0.081
2071,2002,44.4996,-69.881,70219435010538,53012000010538,11,2002,0,0.056,0.069,0.083,0.114,0.114
2072,2002,46.76767,-68.2054,70202309010538,52994514010538,3,2002,0,0,0,0,0,0
2073,2002,46.97932,-68.02883,70230011010538,52986150010538,3,2002,10,0.035,0.066,0.097,0.066,0.066
2074,2002,46.77242,-68.33395,70208217010538,53000483010538,3,2002,20,0.194,0.269,0.311,0.268,0.268
2075,2002,46.49125,-69.06277,70253574010538,52948814010538,21,2002,0,0.223,0.171,0.139,0.155,0.155
2076,2002,45.88441,-69.66482,70265876010538,52961591010538,25,2002,0,0.12,0.138,0.19,0.278,0.278
2077,2002,44.8422,-70.82734,70222646010538,53015427010538,17,2002,10,0.237,0.252,0.305,0.399,0.399
2078,2002,45.58584,-69.27901,70252327010538,52947511010538,21,2002,20,0.008,0.031,0.073,0.118,0.118
2079,2002,46.92364,-68.87102,70226433010538,52982314010538,3,2002,0,0.211,0.226,0.234,0.251,0.251
2080,2002,45.53722,-69.48724,70259516010538,52954923010538,21,2002,0,0.455,0.474,0.489,0.492,0.492
2081,2002,44.65308,-69.23975,70274509010538,52970319010538,27,2002,10,0.08,0.091,0.106,0.06,0.06
2082,2002,47.21658,-68.67714,70207575010538,52999858010538,3,2002,0,0.264,0.278,0.311,0.329,0.329
2083,2002,44.8437,-69.46135,70263720010538,52959191010538,25,2002,0,0.147,0.182,0.219,0.283,0.283
2084,2002,45.19668,-68.60219,70248187010538,53029057010538,19,2002,10,0.086,0.098,0.127,0.152,0.152
2085,2002,44.18557,-68.65713,70216902010538,53009422010538,9,2002,50,0.085,0.086,0.047,0.063,0.063
2086,2002,44.68744,-68.83631,70273948010538,52969743010538,27,2002,10,0.394,0.45,0.518,0.314,0.314
2087,2002,46.87347,-69.17378,70205074010538,52997303010538,3,2002,0,0.077,0.09,0.153,0.218,0.218
2088,2002,47.18255,-67.95617,70208520010538,53000720010538,3,2002,0,0.007,0.021,0.03,0.044,0.044
2089,2002,46.59194,-68.69419,70228571010538,52984612010538,3,2002,0,0.051,0.123,0.23,0.317,0.317
2090,2002,46.05687,-69.84287,70270013010538,52965809010538,25,2002,10,0.343,0.188,0.049,0.077,0.077
2091,2002,45.57342,-69.06195,70251195010538,52946345010538,21,2002,0,0.241,0.294,0.365,0.37,0.37
2092,2002,46.74704,-68.03724,70236309010538,52992918010538,3,2002,0,0.389,0.462,0.528,0.555,0.555
2093,2002,45.45222,-69.24951,70259228010538,52954633010538,21,2002,0,0.164,0.205,0.243,0.269,0.269
2094,2002,46.7064,-68.26941,70236457010538,52993068010538,3,2002,10,0.233,0.266,0.203,0.238,0.238
2095,2002,44.60504,-69.47155,70220042010538,53012627010538,11,2002,10,0.093,0.101,0.137,0.157,0.157
2096,2002,44.63828,-71.01475,70224179010538,53017047010538,17,2002,10,0.303,0.058,0.039,0.021,0.021
2097,2002,46.10496,-68.04749,70235512010538,52992110010538,3,2002,10,0.239,0.252,0.298,0.337,0.337
2098,2002,45.76603,-68.36018,70235256010538,52991848010538,3,2002,0,0.131,0.161,0.231,0.109,0.109
2099,2002,43.67069,-70.60236,70283514010538,52979559010538,31,2002,10,0.309,0.254,0.275,0.262,0.262
2100,2002,46.94827,-67.80644,70230232010538,52986379010538,3,2002,0,0,0,0,0,0
2101,2002,44.99659,-67.18532,70278715010538,52974706010538,29,2002,10,0.072,0.086,0.084,0.029,0.029
2102,2002,46.13199,-69.18858,70256276010538,52951620010538,21,2002,0,0.461,0.515,0.623,0.67,0.67
2103,2002,46.86641,-68.9498,70205173010538,52997408010538,3,2002,10,0.271,0.049,0.133,0.198,0.198
2104,2002,46.6605,-68.52058,70202743010538,52994956010538,3,2002,0,0.104,0.14,0.226,0.271,0.271
2105,2002,44.37734,-70.64182,70222631010538,53015357010538,17,2002,0,0,0,0,0,0
2106,2002,45.41597,-70.36548,70270910010538,52966722010538,25,2002,10,0.248,0.283,0.154,0.197,0.197
2107,2002,45.19763,-69.77409,70269092010538,52964873010538,25,2002,0,0.075,0.114,0.155,0.184,0.184
2108,2002,44.85964,-69.67564,70266261010538,52961987010538,25,2002,0,0,0,0,0,0
2109,2002,44.72983,-70.9618,70224331010538,53017201010538,17,2002,10,0.166,0.169,0.229,0.276,0.276
2110,2002,46.84306,-68.75993,70204338010538,52996555010538,3,2002,10,0.386,0.487,0.536,0.583,0.583
2111,2002,45.81148,-68.05434,70235070010538,52991660010538,3,2002,0,0.137,0.198,0.189,0.194,0.194
2112,2002,44.23057,-70.89292,70224634010538,53017538010538,17,2002,0,0.16,0.179,0.234,0.258,0.258
2113,2002,44.48103,-70.92898,70222800010538,53015592010538,17,2002,0,0.323,0.399,0.401,0.381,0.381
2114,2002,45.78699,-70.07889,70267047010538,52962809010538,25,2002,0,0.192,0.186,0.184,0.157,0.157
2115,2002,45.4717,-68.43055,70247652010538,53028514010538,19,2002,10,0.297,0.34,0.378,0.44,0.44
2116,2002,46.25348,-69.0463,70253822010538,52949079010538,21,2002,10,0.178,0.174,0.252,0.256,0.256
2117,2002,47.15186,-69.28231,70229175010538,52985277010538,3,2002,0,0.14,0.186,0.235,0.255,0.255
2118,2002,47.10798,-68.1936,70231071010538,52987269010538,3,2002,10,0.043,0.062,0.101,0.143,0.143
2119,2002,45.14678,-68.47619,70246808010538,53027656010538,19,2002,0,0.03,0.052,0.074,0.106,0.106
2120,2002,46.3351,-69.00406,70251873010538,52947040010538,21,2002,10,0.093,0.118,0.156,0.205,0.205
2121,2002,45.15562,-67.21038,70277527010538,52973425010538,29,2002,10,0.129,0.143,0.181,0.192,0.192
2122,2002,46.20442,-70.04342,70271468010538,52967287010538,25,2002,10,0.575,0.617,0.516,0.002,0.002
2123,2002,44.49643,-70.38069,70238642010538,53018795010538,17,2002,0,0,0,0,0,0
2124,2002,46.01202,-68.88876,70258265010538,52953649010538,21,2002,0,0.207,0.221,0.252,0.259,0.259
2125,2002,46.13399,-68.60126,70243988010538,53024513010538,19,2002,10,0.291,0.316,0.332,0.11,0.11
2126,2002,44.91802,-70.17949,70210992010538,53003087010538,7,2002,10,0.109,0.13,0.202,0.138,0.138
2127,2002,46.47289,-68.2901,70236795010538,52993410010538,3,2002,10,0.356,0.384,0.208,0.199,0.199
2128,2002,46.03186,-67.89262,70231773010538,52988078010538,3,2002,10,0.252,0.215,0.21,0.233,0.233
2129,2002,44.88615,-68.33486,70218289010538,53010836010538,9,2002,0,0.299,0.312,0.373,0.387,0.387
2130,2002,46.80382,-67.99289,70232895010538,52989293010538,3,2002,0,0,0,0,0,0
2131,2002,46.21954,-69.90528,70271264010538,52967081010538,25,2002,0,0.192,0.203,0.231,0.237,0.237
2132,2002,44.16436,-70.80379,70223388010538,53016220010538,17,2002,0,0.274,0.269,0.326,0.349,0.349
2133,2002,46.78664,-69.0707,70207768010538,53000054010538,3,2002,10,0.218,0.299,0.165,0.041,0.041
2134,2002,45.20287,-70.53073,70212687010538,53005019010538,7,2002,10,0.214,0.123,0.15,0.151,0.151
2135,2002,44.84582,-67.82643,70280798010538,52976839010538,29,2002,10,0.021,0.04,0.089,0.121,0.121
2136,2002,44.74032,-69.19381,70244697010538,53025351010538,19,2002,0,0.348,0.348,0.313,0.329,0.329
2137,2002,46.14926,-69.3711,70260716010538,52956145010538,21,2002,0,0.171,0.194,0.254,0.263,0.263
2138,2002,46.40813,-67.91559,70226181010538,52982056010538,3,2002,0,0.086,0.072,0.062,0.059,0.059
2139,2002,44.73301,-70.64211,70237747010538,53017886010538,17,2002,0,0.274,0.312,0,0,0
2140,2002,44.62615,-70.79229,70222510010538,53015226010538,17,2002,10,0.294,0.198,0.227,0.271,0.271
2141,2002,46.49779,-68.45194,70233581010538,52990099010538,3,2002,10,0.241,0.231,0.26,0.259,0.259
2142,2002,45.36257,-67.64327,70275338010538,52971157010538,29,2002,10,0.279,0.221,0.269,0.319,0.319
2143,2002,44.84897,-68.30849,70218423010538,53010972010538,9,2002,0,0.186,0.191,0.212,0.22,0.22
2144,2002,44.55682,-68.56394,70215767010538,53008191010538,9,2002,10,0.343,0.345,0.336,0.252,0.252
2145,2002,46.25548,-68.44746,70246102010538,53026896010538,19,2002,0,0.093,0.097,0.099,0.1,0.1
2146,2002,45.37527,-68.24373,70244557010538,53025181010538,19,2002,10,0.157,0.198,0.187,0.222,0.222
2147,2002,47.1068,-69.22369,70230505010538,52986658010538,3,2002,10,0.3,0.332,0.241,0.239,0.239
2148,2002,44.7021,-67.25997,70277337010538,52973233010538,29,2002,0,0.106,0,0.174,0.211,0.211
2149,2002,45.00216,-70.13144,70212021010538,53004329010538,7,2002,10,0.276,0.214,0.049,0.081,0.081
2150,2002,45.48915,-68.53556,70244451010538,53025067010538,19,2002,0,0.087,0.101,0.143,0.169,0.169
2151,2002,43.45533,-70.41127,70284541010538,52980610010538,31,2002,0,0.212,0.205,0.232,0.231,0.231
2152,2002,44.16866,-69.63165,70222375010538,53015088010538,15,2002,0,0,0,0,0,0
2153,2002,46.825,-69.20606,70227028010538,52982953010538,3,2002,0,0.033,0.076,0.138,0.205,0.205
2154,2002,46.2172,-68.70346,70249678010538,53030558010538,19,2002,10,0.22,0.225,0.263,0.214,0.214
2155,2002,45.00352,-67.64879,70279292010538,52975300010538,29,2002,50,0.105,0.177,0.218,0.278,0.278
2156,2002,46.63401,-69.5514,70206157010538,52998408010538,3,2002,10,0.145,0.158,0.203,0.281,0.281
2157,2002,43.96371,-70.5588,70209803010538,53002023010538,5,2002,10,0.529,0.577,0.169,0.197,0.197
2158,2002,45.58788,-68.05439,70246500010538,53027344010538,19,2002,0,0.087,0.13,0.166,0.214,0.214
2159,2002,46.24404,-69.48514,70261698010538,52957143010538,21,2002,10,0.176,0.09,0.084,0.101,0.101
2160,2002,46.89803,-69.11525,70232649010538,52989011010538,3,2002,50,0,0,0.013,0.037,0.037
2161,2002,44.41436,-69.35835,70274805010538,52970622010538,27,2002,10,0.118,0.077,0.094,0.11,0.11
2162,2002,43.70696,-70.95034,70283025010538,52979017010538,31,2002,0,0.18,0.203,0.241,0.275,0.275
2163,2002,45.34949,-70.42918,70266701010538,52962444010538,25,2002,10,0.304,0.173,0.196,0.095,0.095
2164,2002,45.00063,-70.25219,70212975010538,53005311010538,7,2002,10,0.126,0.163,0.204,0.115,0.115
2165,2002,47.20067,-69.41991,70208570010538,53000765010538,3,2002,50,0.026,0.067,0.096,0.163,0.163
2166,2002,45.2364,-70.71722,70214729010538,53007112010538,7,2002,0,0.297,0.293,0.325,0.383,0.383
2167,2002,44.84003,-68.88485,70248440010538,53029297010538,19,2002,0,0.032,0.082,0.13,0.174,0.174
2168,2002,44.00587,-70.75016,70209352010538,53001565010538,5,2002,10,0.309,0.213,0.259,0.292,0.292
2169,2002,45.02629,-67.35078,70279153010538,52975159010538,29,2002,0,0.226,0.271,0.271,0.268,0.268
2170,2002,44.43012,-69.47414,70220183010538,53012787010538,11,2002,0,0.312,0.322,0.375,0.384,0.384
2171,2002,46.53807,-68.04596,70233083010538,52989485010538,3,2002,50,0.084,0.121,0.191,0.253,0.253
2172,2002,44.95342,-68.01004,70218009010538,53010548010538,9,2002,10,0.112,0.104,0.111,0.129,0.129
2173,2002,47.03433,-68.38314,70203403010538,52995628010538,3,2002,0,0.152,0.202,0.283,0.32,0.32
2174,2002,46.84341,-68.64378,70204193010538,52996440010538,3,2002,50,0.054,0.105,0.139,0.189,0.189
2175,2002,46.24395,-68.29025,70235651010538,52992251010538,3,2002,0,0.078,0.134,0.148,0.197,0.197
2176,2002,44.86262,-70.23585,70211847010538,53004148010538,7,2002,10,0.216,0.125,0.15,0.186,0.186
2177,2002,44.66086,-70.58341,70223554010538,53016394010538,17,2002,0,0.29,0.323,0.301,0.372,0.372
2178,2002,47.08824,-68.77577,70233967010538,52990498010538,3,2002,10,0.663,0.672,0.506,0.302,0.302
2179,2002,45.25802,-69.54191,70260364010538,52955787010538,21,2002,0,0.036,0.078,0.128,0.195,0.195
2180,2002,45.71953,-69.55833,70254414010538,52949724010538,21,2002,0,0.159,0.185,0.225,0.256,0.256
2181,2002,44.32152,-70.27941,70225548010538,52981395010538,1,2002,0,0,0,0,0,0
2182,2002,45.16335,-69.00569,70257091010538,52952456010538,21,2002,0,0.061,0.09,0.046,0.047,0.047
2183,2002,45.78417,-68.87182,70252728010538,52947924010538,21,2002,50,0.036,0.062,0.121,0.157,0.157
2184,2002,44.70298,-70.19287,70213417010538,53005771010538,7,2002,0,0.002,0.002,0.001,0.001,0.001
2185,2002,46.88527,-67.89302,70227286010538,52983233010538,3,2002,0,0.295,0.378,0.437,0.508,0.508
2186,2002,45.9822,-69.28377,70253236010538,52948467010538,21,2002,10,0.36,0.048,0.042,0.06,0.06
2187,2002,44.63751,-69.07407,70273663010538,52969451010538,27,2002,10,0.526,0.566,0.642,0.728,0.728
2188,2002,45.86066,-68.99909,70256650010538,52952003010538,21,2002,0,0.429,0.464,0.533,0.552,0.552
2189,2002,46.51897,-69.84215,70272153010538,52967986010538,25,2002,0,0.144,0.16,0.169,0.187,0.187
2190,2002,45.64871,-68.00503,70234563010538,52991142010538,3,2002,10,0.153,0.064,0.102,0.134,0.134
2191,2002,46.16935,-67.932,70232749010538,52989116010538,3,2002,10,0.1,0.012,0.037,0.085,0.085
2192,2002,43.43454,-70.90855,70283235010538,52979275010538,31,2002,0,0.329,0.405,0.461,0.558,0.558
2193,2002,45.98972,-68.71057,70242948010538,53023396010538,19,2002,0,0.274,0.32,0.358,0.367,0.367
2194,2002,44.9137,-69.41447,70266393010538,52962122010538,25,2002,0,0.002,0.004,0.005,0.002,0.002
2195,2002,46.35291,-70.1412,70272691010538,52968534010538,25,2002,0,0.111,0.161,0.209,0.239,0.239
2196,2002,45.24382,-68.70902,70248305010538,53029181010538,19,2002,0,0.083,0.116,0.123,0.135,0.135
2197,2002,46.1471,-68.29221,70235822010538,52992424010538,3,2002,0,0.132,0.213,0.253,0.351,0.351
2198,2002,46.28529,-69.8396,70271179010538,52966995010538,25,2002,0,0.047,0.123,0.115,0.122,0.122
2199,2002,47.15056,-68.67043,70230951010538,52987145010538,3,2002,0,0.267,0.321,0.313,0.33,0.33
2200,2002,43.36223,-70.67907,70283369010538,52979411010538,31,2002,0,0,0,0,0,0
2201,2002,43.2187,-70.76324,70284189010538,52980246010538,31,2002,10,0.499,0.549,0.611,0.565,0.565
2202,2002,44.81542,-69.20432,70265996010538,52961713010538,25,2002,10,0.334,0.266,0.343,0.414,0.414
2203,2002,44.60114,-68.17365,70216482010538,53008976010538,9,2002,10,0.315,0.312,0.107,0.127,0.127
2204,2002,46.89983,-69.37224,70230651010538,52986809010538,3,2002,10,0.234,0.26,0.111,0.143,0.143
2205,2002,45.75995,-69.4782,70250831010538,52945928010538,21,2002,10,0.106,0.165,0.194,0.265,0.265
2206,2002,45.67179,-68.19866,70233246010538,52989650010538,3,2002,0,0.156,0.187,0.246,0.3,0.3
2207,2002,45.38873,-70.01822,70265392010538,52961088010538,25,2002,0,0.218,0.204,0.198,0.207,0.207
2208,2002,45.5486,-70.67893,70212367010538,53004689010538,7,2002,10,0.272,0.277,0.159,0.203,0.203
2209,2002,44.94271,-68.41474,70219002010538,53011566010538,9,2002,0,0.04,0.031,0.032,0.036,0.036
2210,2002,46.31056,-70.02895,70272407010538,52968246010538,25,2002,10,0.312,0.237,0.248,0.275,0.275
