species,n,rmse,bias,mae,r2,model,variant
CB,27,0.66916067226105,0.3386832622103253,0.5634072221919096,0.6111291877489169,calibrated,CS
CK,678,1.0454672577160358,-0.7348557436169582,0.8594250691212505,0.16006594742503866,calibrated,CS
CO,109,0.6934312288088174,0.3481529825505982,0.5831718985740019,0.2804263718054547,calibrated,CS
CT,5,0.7171247819752811,-0.3787331964114584,0.4847004405701663,0.8130657562324994,calibrated,CS
DW,487,0.8584901171221472,-0.5454042175728668,0.710768587781312,-0.14034009680731496,calibrated,CS
EC,240,1.255852246397608,0.9667177138837599,1.0990468276258991,-0.2380960332434714,calibrated,CS
GA,773,0.8358478394388956,0.22764284171216867,0.6794788552233334,0.5120947436962457,calibrated,CS
HH,352,0.9298052985326813,-0.5931013909659952,0.7822151822705299,0.3042917405892793,calibrated,CS
HK,1421,0.9013730986395591,0.3778047202824525,0.7508885150106229,0.5590967698197813,calibrated,CS
HL,737,0.7548792951128843,0.0177072213443816,0.5947598437108179,0.4670247270098761,calibrated,CS
HT,63,1.6407491505807201,-1.4844718707502933,1.4844718707502933,-1.0885469567567716,calibrated,CS
KC,25,0.6048589280966281,-0.059888948976036825,0.5220688643178472,0.26622981721085304,calibrated,CS
LP,26,1.0224698016797218,0.8830691279947329,0.9324677276510175,-1.5610793854782554,calibrated,CS
MB,2,NA,NA,NA,NA,calibrated,CS
MH,971,0.6818676309713708,-0.041565054833817866,0.5541225243504917,0.6661423717581889,calibrated,CS
NK,2,NA,NA,NA,NA,calibrated,CS
OB,129,0.7746216391603558,-0.43477421666990035,0.6070045483058053,0.5273648628468441,calibrated,CS
OO,627,0.8459619746856502,-0.33627536895075266,0.6553008219545011,0.4173075189329961,calibrated,CS
OV,16,0.8043733091806136,-0.4503332430647332,0.5682677436903324,0.556639992880674,calibrated,CS
PA,8,1.0310911919980355,0.5535250143527097,0.8429338661595289,0.16895684090380514,calibrated,CS
PE,47,0.7953901517246802,0.3537760644796167,0.7015192376679801,0.43612455708873243,calibrated,CS
PH,907,0.791796534346065,0.38352810729897246,0.6613206726157622,0.5318750721537414,calibrated,CS
PN,332,1.1713441488075205,0.9350279920491724,1.0440620322077518,-0.07882493296937332,calibrated,CS
PO,3103,0.9041619734164612,-0.6002266492059446,0.7218017909256359,0.13276564607933827,calibrated,CS
PS,225,1.065386709000866,-0.7425138009486846,0.9029842991636073,0.11119614773207254,calibrated,CS
QA,21,0.7652220117866768,0.38060575216002696,0.66086570416998,0.490616519067127,calibrated,CS
QI,541,0.9652961136973502,-0.6716439137483032,0.7714772355074301,0.2731034020151033,calibrated,CS
QS,248,0.7846317907887851,0.3159735548062618,0.6541706310943989,0.33231965996377877,calibrated,CS
RB,99,0.8667882427851843,-0.3075084235628194,0.6549414239690989,0.12382104041817354,calibrated,CS
RD,189,0.7748117908155518,-0.1567948914470469,0.6201643025918107,0.4536318708313706,calibrated,CS
RE,1,NA,NA,NA,NA,calibrated,CS
RL,749,1.3625327094739108,1.0994834745860016,1.1756012992428606,-0.15007545332230676,calibrated,CS
RM,788,0.8098221619844965,0.11545502123644087,0.6682469428315335,0.713165586659534,calibrated,CS
RO,1220,0.6951831373967525,0.09626698016288375,0.5652192772307463,0.6262622561462172,calibrated,CS
SG,24,0.8225339982908143,0.039855257767269725,0.7328476844087871,0.5587382926226043,calibrated,CS
SH,1628,0.7606688464813725,-0.3239239397409858,0.5954935905806087,0.5178471885296827,calibrated,CS
SI,31,0.9870365522098975,0.4557784961238,0.8382162899148564,0.10439586888255836,calibrated,CS
SK,118,0.7833271306055631,0.3286892502673154,0.6257088282780373,0.5009663938141586,calibrated,CS
SL,53,0.9796794089165102,-0.5725334810632852,0.8049144017548412,0.3090444754791192,calibrated,CS
SM,2078,0.823953323875334,-0.34281695617877944,0.6460105973254137,0.6753705641033204,calibrated,CS
SN,1,NA,NA,NA,NA,calibrated,CS
SO,753,0.6363012287395372,0.164832792086218,0.5108846138903048,0.6959354756542591,calibrated,CS
SP,1587,0.723331770240791,0.06235756708119762,0.5783326568980163,0.3848101573374384,calibrated,CS
SS,880,0.7042747269378554,0.1203799975272572,0.5654150785902822,0.6354295224070614,calibrated,CS
SU,270,0.7989369601234221,0.10260998037122143,0.6549342896896515,0.6434425966526767,calibrated,CS
SV,839,1.1604509389385578,0.7069472831261863,1.0014013425378183,0.23143407919284797,calibrated,CS
SW,109,0.8170462746184123,0.33876176552562276,0.6698620499115402,0.4666801114438759,calibrated,CS
SY,390,0.9377826412469132,0.2941678610562427,0.7580413359825425,0.3664300076911172,calibrated,CS
UA,45,0.8241257983233558,-0.06776655990005796,0.6585071129173388,0.5906000540981545,calibrated,CS
VP,55,0.7608869174481979,0.08068636639405753,0.6261727310993442,0.3349616586830847,calibrated,CS
WA,1039,0.7276488158041975,-0.026097919642700668,0.5790314052348218,0.6296372210622376,calibrated,CS
WE,336,0.9261461079533901,-0.5670027375690572,0.756111665533467,0.4289185844956921,calibrated,CS
WL,5,0.54112110849624,0.3498254860994046,0.4745799227434536,-1.4117068515194138,calibrated,CS
WN,1433,0.8106862435489229,-0.034213583997803235,0.6442446612000875,0.48162205188695195,calibrated,CS
WO,6026,0.6448293090245757,0.1263852972139626,0.5201773553962603,0.6200630238270707,calibrated,CS
WP,153,1.0158231382918956,0.7308365726567261,0.8589272839536293,0.011237935550394429,calibrated,CS
WT,27,1.1482747263843875,0.7174282666442289,0.977143995847396,-0.11120042484580694,calibrated,CS
YP,678,1.3267668525592218,1.068999815301726,1.1592669843431571,-0.30703655197345703,calibrated,CS
NA,4020,0.7464969928073139,0.07363669908946802,0.589166631181501,0.5401095464274084,calibrated,CS
