species,n,rmse,bias,mae,r2,model,variant
AS,11,0.810133174219089,0.6275289226571752,0.6915758220731891,-1.0351504804199152,calibrated,CA
BL,2361,0.7143101327861565,-0.16073342581598266,0.5565153682894183,0.4102556119926809,calibrated,CA
BM,350,0.9318279664440098,-0.394570225256818,0.7344377703508087,0.40752635965883577,calibrated,CA
BO,2135,0.7725614129968668,-0.1353861939068574,0.6000749173893699,0.48859511886914375,calibrated,CA
BU,204,0.9083205109439315,0.22041510926627858,0.7107766051387338,0.3381849250490311,calibrated,CA
CL,267,0.76752044019579,-0.10555288435585648,0.6098828314276082,0.6385620784257384,calibrated,CA
CN,4,NA,NA,NA,NA,calibrated,CA
CP,9,1.0271998266693556,-0.573889467913867,0.7458457436683366,-1.0184338655773275,calibrated,CA
CW,11,1.3589494697911673,1.1924985790869524,1.2322475534330923,-2.6364480419161547,calibrated,CA
CY,3651,0.8435712802240197,-0.10277759436693375,0.6738067037494869,0.4074409945086823,calibrated,CA
DF,6705,0.8473374657411544,0.36591956863220043,0.7046750210141381,0.59739730176461725,calibrated,CA
DG,60,0.8601868816556751,-0.3964938327601185,0.7114055163610952,0.25611584779581276,calibrated,CA
FL,17,0.8523226699270708,-0.5502955918213926,0.6712511462085552,0.57035790045092,calibrated,CA
GC,73,0.6349286399108603,0.040220441744772906,0.5229540666179799,0.5714455508850943,calibrated,CA
GP,441,0.8817494033733596,-1.8341650756354568e-4,0.6863134997456932,0.42232258719149207,calibrated,CA
IO,1253,0.836719486355623,-0.11512384178217097,0.6563970714500438,0.4994968546143832,calibrated,CA
JP,631,0.7883837341195279,0.13838617714734272,0.6340950230154421,0.4332542667251935,calibrated,CA
KP,134,0.7772719344316628,0.05440599529929181,0.6162379787841451,0.32263744408663997,calibrated,CA
LO,378,0.8015238058409225,-0.04194514526214669,0.6181560139754306,0.4981759765282672,calibrated,CA
LP,326,0.8030796273737131,0.32800100607671495,0.672036402896857,0.27025125748087686,calibrated,CA
MA,505,0.8887094256741892,0.08441431978896907,0.7210610033550506,0.40512008786999154,calibrated,CA
MH,170,0.7764719043257308,-0.046076953744565746,0.6092510575799235,0.6802132801280691,calibrated,CA
PP,2817,0.8365151964277266,0.19510770797054316,0.6801659598741053,0.5819836220100221,calibrated,CA
PY,28,1.355955627662342,-1.1692865897011562,1.1692865897011562,-0.6361925968337594,calibrated,CA
RA,32,0.778365218565201,0.12710794156530159,0.6224933835590974,0.5208855954582741,calibrated,CA
SP,1069,1.0460872450283853,0.7049989058463838,0.9125636516553175,0.31178044642230673,calibrated,CA
SY,3,NA,NA,NA,NA,calibrated,CA
TO,233,0.819185690213051,-0.044631097403358994,0.6436888960597821,0.6142392097033149,calibrated,CA
VO,93,1.0156385723568209,-0.2415320937279847,0.80873872870708,0.5256547601825736,calibrated,CA
WO,851,0.7809921655202816,-0.40156447401780315,0.6093645729864305,0.30388998391458233,calibrated,CA
WP,203,0.786936365214981,0.19045710443425432,0.6553398781492654,0.5049137709078207,calibrated,CA
NA,8286,0.8315320730128934,0.2973283945717382,0.6890204125670714,0.616166785313573,calibrated,CA
