year,ba_q025,ba_q25,ba_q50,ba_q75,ba_q975,tpa_q50,qmd_q50,variant,region
22,72.626536558885,73.4204122668712,73.80833614446591,74.18432149660391,74.89748914568146,189,8.46669514874592,ACD,Northeast
23,72.94849164953236,73.77855031355624,74.17995242254273,74.56547960470647,75.31111135048573,187,8.533333148611234,ACD,Northeast
24,73.5742353783666,74.44179058306256,74.88629246817904,75.29124671194123,76.06954313894416,187,8.574813080070578,ACD,Northeast
25,74.24213700249291,75.14600374356468,75.5926597093889,76.01997909791434,76.83300427882483,187,8.615565436484331,ACD,Northeast
26,74.8794177934851,75.84956978343081,76.29957350623289,76.75156287051024,77.58216326683441,187,8.655992597718516,ACD,Northeast
27,75.45847098301387,76.44187144630668,76.89871103447732,77.37063194519702,78.25093188479858,186,8.713188638861647,ACD,Northeast
28,76.15049909716728,77.13893431796488,77.61456540213933,78.10057280712935,79.00787540361867,186,8.753604947063842,ACD,Northeast
29,76.50676938726878,77.603222631883,78.10126884140735,78.5908231937048,79.51897211501992,184,8.828794947034638,ACD,Northeast
30,77.1839297822047,78.29605069503309,78.8182975199193,79.33107193812668,80.27779056000645,184,8.869400730217613,ACD,Northeast
31,77.86298592788066,78.99622796665182,79.54013098280494,80.07407385863914,81.0420993020353,184,8.91014516724476,ACD,Northeast
32,78.54233310831022,79.69885779254483,80.2638563566008,80.8198014607581,81.80883409521661,184,8.950050131525174,ACD,Northeast
33,79.22400164174114,80.4024526077301,80.98486329363716,81.56770239181895,82.57832723330175,184,8.990230905601509,ACD,Northeast
34,79.72738918869567,80.92266334659448,81.52085509413288,82.12299386200355,83.16119934788293,183,9.044629588384218,ACD,Northeast
35,80.41128419541027,81.63233918103028,82.24804909774707,82.86872689402604,83.92302472990401,183,9.084836974298739,ACD,Northeast
36,81.09742451242964,82.33978100713449,82.9776986669586,83.61692177771096,84.69803715160693,183,9.125002458369497,ACD,Northeast
37,81.78578832191589,83.0518324553955,83.71224090656524,84.36755004501312,85.47570799774964,183,9.165146329446936,ACD,Northeast
38,82.28544645715681,83.73082557942709,84.44369499373757,85.12058322602662,86.2560080233762,183,9.207036849006187,ACD,Northeast
39,82.97794539773227,84.44487426144157,85.1831849195828,85.87572959189794,87.03890797358677,183,9.247074388610255,ACD,Northeast
40,83.67260519333313,85.16119237017034,85.92712066238181,86.63255519036326,87.82437858822006,183,9.286242110669818,ACD,Northeast
41,84.3694034977805,85.87975682244539,86.67032756077806,87.39069780766664,88.61239060646413,183,9.326678428435748,ACD,Northeast
42,85.05934986519534,86.6005445245678,87.4100187758804,88.1504066179498,89.40291477139488,183,9.367097094313099,ACD,Northeast
43,85.76932618650477,87.32375091468388,88.15394443207299,88.91246326394433,90.19197833956828,183,9.407465436713409,ACD,Northeast
44,86.34852203154631,87.87020507724417,88.68091042181531,89.43613264137002,90.74806745410966,181,9.482918098090154,ACD,Northeast
45,86.80581182450413,88.3737635598767,89.18216332135911,89.94871282129515,91.48769524632058,180,9.53597528149384,ACD,Northeast
46,86.75860505920026,88.84248562737781,89.82174881919332,90.55339239542111,92.07178487145865,179,9.58039069969502,ACD,Northeast
47,87.10613183180068,89.20380728759284,90.2044744023005,91.01611528872604,92.48974274145917,178,9.62756140700708,ACD,Northeast
48,87.80170673386307,89.92532016001263,90.95920132641749,91.78267515530189,93.28439056585871,178,9.667729995358435,ACD,Northeast
49,88.4992752546228,90.64985712196247,91.71327489996129,92.55138854566339,94.08131216536023,178,9.707619881518617,ACD,Northeast
50,88.77103783114275,91.2151880957749,92.30767179940639,93.19438793221356,94.7470845402563,177,9.768723016711483,ACD,Northeast
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,AK,Pacific NW
1,60.28623288682948,60.53879816560057,60.739826722937096,61.04767431938973,62.19532979131325,199,7.477115887633193,AK,Pacific NW
2,60.52853800850174,60.99503713006119,61.41114948749653,62.07242221732969,64.40454774685075,199,7.520387025799388,AK,Pacific NW
3,60.394069176421084,61.11769718174131,61.726809362839646,62.68279425937264,66.19525043446284,195,7.609685548624384,AK,Pacific NW
4,60.28926558690587,61.18015806984321,62.04420206286368,63.33163407444633,68.04218852370181,192,7.686676802849684,AK,Pacific NW
5,60.35189844723184,61.45226695883682,62.56299285233811,64.17545492199366,70.10748211995642,191,7.7480829337723485,AK,Pacific NW
6,60.270144629812386,61.61761551593815,62.918698663563546,64.88931785853649,72.059627842389,189,7.811116350793003,AK,Pacific NW
7,60.35323866610683,61.9038319896236,63.43973444896821,65.767296556373,74.04288011457176,188,7.876258595275075,AK,Pacific NW
8,60.35783553522881,62.11044645618721,63.95975806938657,66.55066179655856,76.15400503299544,185,7.97124454402366,AK,Pacific NW
9,60.4814214285709,62.43254565920378,64.49786575437662,67.43599407296536,78.29914437243393,183.5,8.039040363027407,AK,Pacific NW
10,60.4775488224489,62.861088081057254,65.00527099702114,68.3993835592006,80.36365511599818,183.5,8.090475057659944,AK,Pacific NW
11,60.458595311514145,63.149807502816564,65.5431081349146,69.27987631638806,82.57938868206857,182.5,8.15483993557276,AK,Pacific NW
12,60.40687834269442,63.31194385798133,65.9806520794084,69.96367658646695,84.49999365116986,179.5,8.242184249199177,AK,Pacific NW
13,60.29866319274561,63.479943585716484,66.28961356447442,70.81669442817997,86.70813084377278,177.5,8.327136705028526,AK,Pacific NW
14,60.5654987656855,63.96825384617367,67.04865049810888,71.86245381716259,89.20432689123173,177.5,8.374148877774502,AK,Pacific NW
15,60.85162038138216,64.38651934303978,67.8070788764352,72.91667854652917,91.739766567381,177.5,8.417282562369994,AK,Pacific NW
16,60.59913997615962,64.51999010466692,68.08590996223947,73.63841298824875,93.81704392909174,175.5,8.489991873692063,AK,Pacific NW
17,60.437440771409534,64.51916608589964,68.32986107876997,74.16664694902357,95.60989793300539,172.5,8.577767244981848,AK,Pacific NW
18,60.70007202467258,64.94769975952438,69.05052043358899,75.24542315541996,98.21219279690332,172.5,8.619851059719261,AK,Pacific NW
19,60.486170923066446,65.01630566937264,69.18310142377209,75.90288103460139,100.33558147922729,170,8.703587523497916,AK,Pacific NW
20,60.02015680481801,65.15866201923552,69.74429360008345,76.8733446076171,102.83483300610604,169,8.768728268035268,AK,Pacific NW
21,59.97293662353184,65.3740687075494,70.13908580184568,77.65895316368903,104.75415419009163,166,8.86717717893726,AK,Pacific NW
22,60.13416018800219,65.67587788260508,70.67940087387053,78.51469642477902,107.01662379577398,164,8.95331917337587,AK,Pacific NW
23,59.6224660852461,65.53734848923742,70.68037874606563,79.05046622374383,108.66640481714872,161,9.056121138427347,AK,Pacific NW
24,59.69394425849305,65.70661241280598,71.20236742772082,79.92107124458254,110.81885665499591,158.5,9.13064107341829,AK,Pacific NW
25,59.880174364107596,66.10995640353842,71.80175392400398,80.91996964761137,113.53731830473009,158.5,9.180017672350388,AK,Pacific NW
26,59.757276828985724,66.35012412997762,72.29528084191783,81.84105428937764,115.9172377939427,157.5,9.240140712151955,AK,Pacific NW
27,59.903263251938185,66.6876473604346,72.84217112920341,82.78200511077696,118.12052571500608,156.5,9.30319270393193,AK,Pacific NW
28,59.93658539800324,67.10718253122587,73.40818208428172,83.82935126946471,120.90227442583411,156.5,9.34350826247799,AK,Pacific NW
29,59.97932712561031,67.1291333368782,73.59483060311453,84.27235273779407,122.58073391104375,153.5,9.442696337036438,AK,Pacific NW
30,60.031290245756324,67.56797828621488,74.26748346029896,85.36096508399032,125.38877785665177,153.5,9.488922900573588,AK,Pacific NW
31,59.6556806149134,67.57207495300693,74.60111542392532,86.15476430262629,127.58677779411947,152.5,9.544104403156323,AK,Pacific NW
32,59.502885212097304,67.56475604256374,74.61771388212843,86.44515931187726,129.01120732257885,149,9.665179080475749,AK,Pacific NW
33,59.72737567534163,67.8970621380453,75.1885749960766,87.45221847215382,131.6220286203072,148,9.72629901545226,AK,Pacific NW
34,59.7313540468488,68.12520148773692,75.7447470218327,88.2923147404235,134.18357443754005,146,9.809125842433296,AK,Pacific NW
35,59.95566624624635,68.45482130369555,76.37755218377077,89.24600946372277,136.70330280680616,145,9.880322602768715,AK,Pacific NW
36,59.94906929864466,68.67951476055882,76.73259638973133,89.96662539315923,138.95489897849572,144,9.938343755888793,AK,Pacific NW
37,59.57769746270524,68.55640932277873,76.86853422175584,90.32922645709796,140.99591317199284,142,10.015495555141918,AK,Pacific NW
38,59.65951425622844,68.88036967481966,77.44519545943422,91.28485960798686,143.38109118306636,141,10.089889514341476,AK,Pacific NW
39,59.54390534367323,69.21801919558051,77.69549094391252,91.79751014720308,146.11666494768858,139,10.175888697053782,AK,Pacific NW
40,58.88403995494485,68.92770763063791,77.60581121284324,92.2140486957303,148.8817138119574,138,10.23759212389817,AK,Pacific NW
41,58.43859973783786,69.13752094836673,78.3228181688505,93.37933515101753,151.694034600784,138,10.281354408114204,AK,Pacific NW
42,58.65246813721775,69.41380138868132,78.95870730750731,94.36959700682075,154.21121321341445,137,10.353516296231213,AK,Pacific NW
43,58.41130391423012,69.66718762576588,79.21018489021864,94.95628191704728,157.04435893656995,136,10.424335228131815,AK,Pacific NW
44,58.62276764698192,70.08921671461106,79.94603240603175,96.06466916901313,159.46833399434018,136,10.4682221321488,AK,Pacific NW
45,57.895118867110924,70.41159248541217,80.61095933038084,97.14777380823625,162.00712226388524,135,10.545122950692917,AK,Pacific NW
46,56.90291603380642,69.42381013002873,79.76737725676922,96.23462922862598,163.91990752290937,131,10.666965925624854,AK,Pacific NW
47,56.36645902666686,69.03524492245667,79.44523458972606,96.42012742265388,165.98126592976863,128,10.790603716933903,AK,Pacific NW
48,56.228117530785056,69.19840423801901,79.40522417919705,97.19928754700635,168.85544251934618,127,10.853547071211159,AK,Pacific NW
49,56.436264740837636,69.58816228277013,80.06684107857464,98.2908612120996,171.76837497259834,127,10.902941422149055,AK,Pacific NW
50,55.001384373894,69.67742215278183,80.25786911690305,98.61224545777684,174.34064640862243,126,10.993874061846237,AK,Pacific NW
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,BC,Pacific NW
1,59.79881649498896,59.94562776754978,60.124268166837155,60.78542626847242,60.93912370110399,199,7.451362545204734,BC,Pacific NW
2,59.938040405426726,60.23580301865717,60.566023539269715,61.063033688586316,61.370159440019286,198,7.488681795774885,BC,Pacific NW
3,59.70004689442298,60.214533863127336,60.82869722521259,61.21360413594744,61.70926274824558,196,7.556015137211844,BC,Pacific NW
4,59.442789803713374,60.03514262951741,60.61113642301554,61.02845067231519,61.66255154088129,192,7.617874840115158,BC,Pacific NW
5,58.83108387428128,59.56986923457844,60.21148045390596,61.22876953604104,62.23394036814516,189,7.663328776608848,BC,Pacific NW
6,58.58242349884676,59.51799827449,60.193372071061034,61.16955201631746,62.74927174308695,187,7.701738667956663,BC,Pacific NW
7,58.72697846842745,59.698243949558105,60.45855189338663,61.5165703472016,63.28770278631306,185,7.7517591075065955,BC,Pacific NW
8,57.99401545606619,59.12824054491344,59.94629299086169,61.561003168934164,63.5372194493782,180.5,7.8196290282647265,BC,Pacific NW
9,58.37498477771711,59.626008842801006,60.51289121941042,62.116657397140834,64.29299758363386,179.5,7.869032938610889,BC,Pacific NW
10,58.62118952835835,60.01830997634792,60.95610755269665,62.52469718660961,65.05362964277549,178.5,7.917733856004386,BC,Pacific NW
11,58.97600841633459,60.4915196969425,61.531331518962155,63.05412986170058,65.67691267102103,177.5,7.973070340027519,BC,Pacific NW
12,58.69725099679637,60.24767035500003,61.538878500057834,63.062600614271325,65.86865496058486,175,8.03227638305278,BC,Pacific NW
13,58.3246260296402,60.456483763365526,61.96628393330208,63.571717360682634,66.5507062793443,173,8.105534539892844,BC,Pacific NW
14,58.5017713773999,60.94286431781464,62.54656177841045,64.2012888081811,67.32197878622715,173,8.144972675524706,BC,Pacific NW
15,59.052547476608225,61.50963058088187,63.20623509361694,64.91560931009917,68.098666827272325,173,8.186403697554859,BC,Pacific NW
16,58.6607425056058,61.08264960128932,62.79558827806669,64.45322221220675,67.76709754628814,169,8.249744902643974,BC,Pacific NW
17,58.918229496067156,61.30873471080993,63.13659077731644,64.70614801166475,68.16581870827483,166.5,8.320196690411297,BC,Pacific NW
18,59.41641555606429,61.86228824473791,63.75291915348973,65.32571826026772,68.93920855010424,166.5,8.362617410588284,BC,Pacific NW
19,59.1225213188848,61.62383739044663,63.496259787740186,65.10102572120206,69.12457874863513,162.5,8.446889567486622,BC,Pacific NW
20,59.03609565739604,61.568698109354266,63.47685685182523,65.08654980925701,69.36597218190656,159.5,8.520432198097243,BC,Pacific NW
21,58.22584773626895,60.851001557652005,62.74710358714948,64.34753622033034,68.7254463113802,156.5,8.549273744495096,BC,Pacific NW
22,58.49985594291335,61.2732914081709,63.29232683710175,64.98716118151731,69.47142570039439,156.5,8.58782898986599,BC,Pacific NW
23,58.528664584185066,61.381021396472676,63.39640016626581,65.24462433018955,69.68761582071791,153.5,8.68214573200109,BC,Pacific NW
24,58.23651635246457,61.03279251713547,63.06381481021731,65.0350941214488,69.88824439962309,150.5,8.75881105693349,BC,Pacific NW
25,58.75303112502597,61.5942119679699,63.66750091939349,65.68653403950103,70.63310528910245,150.5,8.799295717810448,BC,Pacific NW
26,58.82672388268661,61.76001838935054,63.8551349873904,65.91908140147436,71.20606092541942,148.5,8.868758520622212,BC,Pacific NW
27,56.95459488957573,61.09322549924862,63.42726232280222,65.9806275188563,71.89379223783727,147,8.87238944883089,BC,Pacific NW
28,57.04667315777752,61.32104689556112,63.716643891203894,66.34435188409373,72.56617074126189,146,8.924056075018905,BC,Pacific NW
29,57.21135173595561,61.568394668658435,64.01993942414796,66.6342178509135,72.98462898780208,145,8.988575573974874,BC,Pacific NW
30,57.533463789713416,62.06300113611283,64.56686011249407,67.22529766277424,73.74432850222152,145,9.036857039982566,BC,Pacific NW
31,57.39442784909117,62.02781394962208,64.56368711584709,67.29144666742648,73.8290739082196,143,9.102457625290283,BC,Pacific NW
32,57.15105215658593,61.69811352677631,64.30959248489388,67.07246056427346,73.59478600127241,140,9.181339717225509,BC,Pacific NW
33,57.608975610594676,62.30155620608449,64.93335191364912,67.71702944636104,74.34677876344307,140,9.223109271768202,BC,Pacific NW
34,57.87752173891693,62.73081554048965,65.30550078338892,68.13379752579972,74.98249594535528,139,9.29326715558178,BC,Pacific NW
35,57.8286396475406,62.72600146999544,65.34565095963615,68.20905555399246,75.67506408461631,138,9.328463859907533,BC,Pacific NW
36,58.09048039433345,63.13321361876051,65.71908117260269,68.58742649280738,76.20471030515598,137,9.38885609545019,BC,Pacific NW
37,58.23641700036744,63.361738301800294,65.9936400717071,68.83814149903459,76.56429452438516,136,9.440660075674831,BC,Pacific NW
38,58.667800661260216,63.800787726563755,66.57746111962868,69.36389808198906,77.193184664359,135,9.501629296175237,BC,Pacific NW
39,58.136245545225485,63.41896815124747,66.18714257046231,69.01812969399722,76.91863410575921,134,9.512142439859614,BC,Pacific NW
40,57.71439120474653,63.30913203868278,66.0158057031347,69.06459130435978,77.29939688841716,133,9.574448147458316,BC,Pacific NW
41,57.58696546620247,63.18393052614913,65.98910225526146,68.97857158323899,77.29687580161675,132,9.600877279283086,BC,Pacific NW
42,58.030885758504034,63.70577414647507,66.64517446177831,69.62801409437549,78.0582332603766,132,9.642287801308452,BC,Pacific NW
43,57.487444222802026,63.12964821326721,66.07493085315751,68.99288040195484,77.47787100666557,129.5,9.675090943129725,BC,Pacific NW
44,57.927675161610395,63.641753283524906,66.69105967243954,69.626144628596,78.23564478940956,129.5,9.716832874587976,BC,Pacific NW
45,57.5709018456617,63.24937369032927,66.19651352327436,69.32856145686047,78.23996141252191,126.5,9.801533839824742,BC,Pacific NW
46,57.010171728047844,62.98401365659318,65.95438260417947,69.32075391855125,78.30781971367797,124.5,9.883368934718128,BC,Pacific NW
47,56.91367085438932,63.107712836648474,66.11208612532164,69.55031817475032,78.74666945712026,122.5,9.980720649531833,BC,Pacific NW
48,57.32719556730227,63.71036988408748,66.69525176650589,70.19609470791477,79.51960279038427,122.5,10.02336307147662,BC,Pacific NW
49,55.87924900842345,63.0967023972231,66.96717259258219,70.65437939363606,80.27798287635605,122,10.048806870193495,BC,Pacific NW
50,55.58036832064786,62.77160764594457,66.67936673143716,70.31076544217309,79.95898012871484,120,10.111298311837785,BC,Pacific NW
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,BM,Intermountain
1,60.50959894603086,60.69108686432424,60.822347585854125,60.9809378035518,61.35421319252452,200,7.468053246623359,BM,Intermountain
2,60.59787333043095,61.07010103109063,61.33130378865956,61.740084371785336,62.40744217882414,200,7.508374362133527,BM,Intermountain
3,60.75746097111529,61.36576588052621,61.847443342488646,62.416913035637506,63.51617696210781,199,7.567469423835618,BM,Intermountain
4,60.38455782026317,61.17020081724407,61.69950663663066,62.442945668569834,63.91028034049702,196,7.626514073233559,BM,Intermountain
5,60.624322019011984,61.519004850475504,62.18368361443792,63.12163221909725,65.06492949359065,195,7.680514817261827,BM,Intermountain
6,60.77371109005344,61.8230963505502,62.641529333031585,63.685635000316424,66.03245755220657,194,7.727328347117497,BM,Intermountain
7,60.95649881069588,62.23155921378569,63.129299312435776,64.31200787527166,67.19861177197679,193,7.776152707308621,BM,Intermountain
8,61.07569190902413,62.42556932510117,63.50761196794618,64.8922584669636,67.96752406968683,190,7.867627626945153,BM,Intermountain
9,61.37538945765691,62.91632874063138,64.11794515245242,65.71327334995632,69.13053100245293,190,7.919509713992208,BM,Intermountain
10,61.674791752500056,63.395498406498895,64.77742895927408,66.5403664117042,70.45612219656515,190,7.961247002140022,BM,Intermountain
11,61.84306307823837,63.755352143519545,65.26710443769088,67.22422538387505,71.63134818761681,189,8.01678856874997,BM,Intermountain
12,61.916618065590505,64.06488258923386,65.59623485155363,67.80051394617843,72.35584489866103,186.5,8.075204377727765,BM,Intermountain
13,62.20761718147733,64.5311702796469,66.13999446248653,68.53847709287943,73.500451244731,185,8.14494293324764,BM,Intermountain
14,62.51076415969834,65.02076653845093,66.81484016531493,69.39056367766453,74.75903079314827,185,8.187948500944948,BM,Intermountain
15,62.811574982919346,65.51271157134215,67.45279828181239,70.25536242661612,76.0798639788976,185,8.231449606979076,BM,Intermountain
16,62.404920102822764,65.24663050053792,67.31453096588076,70.22546608116315,76.46670488448176,182,8.286691770715452,BM,Intermountain
17,62.33849339916684,65.3691028646515,67.6048680973955,70.63418888671744,77.38088312091584,180,8.36133331226942,BM,Intermountain
18,62.635880684590276,65.88690516417412,68.22825953146787,71.46922833796886,78.74141454575238,180,8.403384786140252,BM,Intermountain
19,62.78790021489491,66.17645761052603,68.6970867517121,72.1403928898828,79.49048180947683,178,8.477308625372256,BM,Intermountain
20,62.69003298771108,66.23231411556186,68.87662574468459,72.50688910626891,80.49034029854481,176,8.543066323904021,BM,Intermountain
21,62.89596720449775,66.41266611292497,69.35190502946173,73.06551697191624,81.61786953673482,174,8.605998180069477,BM,Intermountain
22,63.19494700016208,67.0136978923891,70.02907701552061,73.92935849821069,82.88892865862313,174,8.647073883246371,BM,Intermountain
23,62.99761954292818,67.05983016140588,70.09237742262985,74.16914974657234,83.44507837708721,171,8.736643247027096,BM,Intermountain
24,63.219385595249165,67.10878931083039,70.5322102129623,74.79679431998122,84.59689032087556,169,8.807437712114721,BM,Intermountain
25,63.51436954027943,67.68733344778991,71.21719606877743,75.6562964632339,85.8781078841337,169,8.853270731676634,BM,Intermountain
26,63.65739828125547,68.10748296578512,71.80059393288062,76.31631240339713,86.93319619477573,168,8.913781030229213,BM,Intermountain
27,63.88955168995152,68.65035836687633,72.35140898149865,77.08918575076268,88.10969294681908,167,8.970575568111457,BM,Intermountain
28,64.1851988715123,69.17516280188181,72.98614315706345,77.93868677398541,89.47938392410543,167,9.015505800802243,BM,Intermountain
29,64.06995877571626,69.25519591765688,73.12375680837565,78.25542908643156,90.32785177666743,165,9.095819089919631,BM,Intermountain
30,64.43172377684503,69.86003052874416,73.7583594600838,79.10297202568299,91.72072214962034,165,9.138126587042176,BM,Intermountain
31,64.37823353774218,69.8919445201112,74.0725957446245,79.60125873332484,92.24656937740974,164,9.194193959793875,BM,Intermountain
32,64.24593509998537,69.66049473097034,74.28350510538215,79.90380850364011,92.98779709041017,162,9.265381668047729,BM,Intermountain
33,64.53858756767401,70.25511986834081,74.94052920251188,80.7545760925761,94.24646181056305,162,9.308500747440316,BM,Intermountain
34,64.72679671476799,70.69273273025354,75.43964676281766,81.45886632738926,95.4842591277585,161,9.3825263596638,BM,Intermountain
35,65.02008855845092,71.21613080874991,76.07914880715799,82.31722399906684,96.88191852972074,161,9.425604063773097,BM,Intermountain
36,65.07071327815386,71.46585029164663,76.57227851904761,82.84419621564737,97.95604032280559,160,9.48125434216919,BM,Intermountain
37,65.00569528457869,71.66035481734298,76.7860480295177,83.23525061149168,98.72830061160161,159,9.528664064264623,BM,Intermountain
38,65.17894026205494,72.1502784883293,77.2656066437498,83.92431349113838,99.92877681984035,158,9.595130538323001,BM,Intermountain
39,65.47164653680677,72.7614880630858,77.9088483755096,84.78999802840883,101.33339705681725,158,9.64184301302604,BM,Intermountain
40,65.50930422793658,72.99512646352309,78.15330021150987,85.20796175141555,102.50524728150653,157,9.692832798200932,BM,Intermountain
41,65.17246869705204,72.77515849489922,78.01520407463617,85.22163814661604,102.85055247204764,156,9.718936428252498,BM,Intermountain
42,65.52838150230788,73.30766088563347,78.65780170760709,86.08279704508669,104.08329244889966,156,9.763703769119598,BM,Intermountain
43,64.60175899826692,72.53786168564079,78.16523282446406,85.87179851996817,104.33974178798589,153,9.798146753967789,BM,Intermountain
44,64.95247915572457,73.06462620725864,78.82701488440199,86.68797531152835,105.56641055892214,153,9.842931111482466,BM,Intermountain
45,64.93934694993594,73.06144048442533,79.32938262585722,87.33259520675286,106.60525887831855,152,9.9094948054227725,BM,Intermountain
46,64.62320740157425,72.97500243668527,79.25907788615825,87.33894232166155,106.8955131499848,150,9.973906805877178,BM,Intermountain
47,64.67099941781814,73.02822191388164,79.49632438871842,87.77262683827311,107.79524302931533,148,10.057338433328855,BM,Intermountain
48,64.95529227874863,73.59002377522015,80.1719455894152,88.64867211425437,109.14471377464749,148,10.09821092458687,BM,Intermountain
49,65.24024930996292,74.15402689112727,80.85061164455203,89.52873998458566,110.50029473816038,148,10.139083935672694,BM,Intermountain
50,64.63498849057042,73.87139085791895,80.69659418395742,89.23418216752911,110.69220425352164,146,10.18870852829092,BM,Intermountain
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,CA,Pacific SW
1,59.83233395619904,59.93181525836346,59.99382967226003,60.074156563569524,60.22746270502518,199,7.4348905042555415,CA,Pacific SW
2,59.99184880184752,60.180352891991575,60.30523485645902,60.46572521705381,60.77342900491478,198,7.473123471927343,CA,Pacific SW
3,59.98723072053465,60.26235560820497,60.509922900394685,60.752622624681706,61.22095725073592,195,7.546448542114481,CA,Pacific SW
4,59.66761951179699,60.06179919684105,60.373312125007146,60.68060837248308,61.289624046649735,191,7.613168561024469,CA,Pacific SW
5,59.132224671593185,59.65328426601256,59.99770010682154,60.3905077021666,61.09401217725655,188,7.643446486048145,CA,Pacific SW
6,56.96634641536435,57.54850483340378,57.974068355659185,58.46940530607728,59.380137334383924,185,7.572069954819814,CA,Pacific SW
7,57.18493091017479,57.88269130090944,58.38976180537696,58.9718331243608,60.04380130218488,184,7.624261841771091,CA,Pacific SW
8,56.54323839229989,57.27962386721698,57.85571904970589,58.508965535528944,59.642924743160755,180,7.680350159598359,CA,Pacific SW
9,56.844899273542914,57.790084340873904,58.45329421990829,59.17198446976313,60.45998878258299,180,7.728231414931427,CA,Pacific SW
10,57.18786413259931,58.249521661052896,58.937430603457884,59.81439972113,61.34559639842946,179,7.774497716858702,CA,Pacific SW
11,57.57690222501283,58.722253668186184,59.486619589143636,60.40610208992253,61.99205710660495,178,7.832056784541172,CA,Pacific SW
12,56.61020639631454,57.80794716961072,58.66195830459124,59.62434503472157,61.38977064047519,174,7.864667780266323,CA,Pacific SW
13,53.26814318993205,54.62642592071172,55.535751158251216,56.72236791211848,58.8075145108252,170,7.732422921956488,CA,Pacific SW
14,53.72795477837416,55.168688900184414,56.157491829910356,57.45198343929266,59.52000240320217,170,7.775104512332634,CA,Pacific SW
15,54.19267810269465,55.718476725752595,56.81613246433227,58.13223183616179,60.19617812118024,170,7.818399570983123,CA,Pacific SW
16,53.73150040401096,55.28809998853676,56.478854575773354,57.81034511736989,60.102345086062535,166,7.887473746123143,CA,Pacific SW
17,53.87142442778681,55.50973139555508,56.75668946994281,58.16131714286422,60.555638572891255,163,7.974867648143396,CA,Pacific SW
18,54.33974715525597,56.08158336239154,57.42345240680888,58.89828533863239,61.28127430021789,163,8.018077892483305,CA,Pacific SW
19,54.04081141069273,55.890702051910836,57.277801346954234,58.853224607840716,61.775443821520106,159,8.103493950131888,CA,Pacific SW
