CaseID,StandID,Year,RmvCode,Age,Tpa,TPrdTpa,BA,SDI,ZeideSDI,ReinekeSDI,SDIMax,RDSDI,CCF,TopHt,QMD,GMD,TCuFt,TPrdTCuFt,MCuFt,TPrdMCuFt,SCuFt,TPrdSCuFt,BdFt,TPrdBdFt,RTpa,RTCuFt,RMCuFt,RSCuFt,RBdFt,PrdLen,Acc,Mort,MAI,ForTyp,SizeCls,StkCls,variant,config
49793599-c43e-479a-8108-552531dd02e1,30300003,2021,0,50,849.8397827148438,849.8397827148438,30.825902938842773,92,92,97,525,0.1750929206609726,92,27,2.5788474082946777,2.4981420040130615,322.73681640625,322.73681640625,2.019599911473294e-22,2.019599911473294e-22,1.0475999615043032e-22,1.0475999615043032e-22,5.661000151546486e-22,5.661000151546486e-22,0.0,0.0,0.0,0.0,0.0,5,48.11053466796875,0.7041286826133728,0.0,121,3,3,NE,default
49793599-c43e-479a-8108-552531dd02e1,30300003,2026,0,55,837.6533203125,837.6533203125,47.956390380859375,133,133,137,529,0.25121861696243286,135,31,3.239868402481079,3.1788971424102783,559.7689208984375,559.7689208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57.5669059753418,1.2872307300567627,0.0,121,3,3,NE,default
06db9ecd-3b54-4cfc-a2db-2b3994a44cac,30300003,2021,0,50,849.8397827148438,849.8397827148438,30.825902938842773,97,92,97,472,0.20536093413829803,92,27,2.5788474082946777,2.4981420040130615,306.5494384765625,306.5494384765625,1.9943999076281897e-22,1.9943999076281897e-22,1.0826999803833138e-22,1.0826999803833138e-22,5.661000151546486e-22,5.661000151546486e-22,0.0,0.0,0.0,0.0,0.0,5,53.15087127685547,0.6453785300254822,0.0,121,3,3,ACD,default
06db9ecd-3b54-4cfc-a2db-2b3994a44cac,30300003,2026,0,55,837.6533203125,837.6533203125,51.19424057006836,145,140,145,473,0.30638736486434937,140,31,3.347454071044922,3.275651216506958,569.076904296875,569.076904296875,77.926513671875,77.926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,65.38240814208984,1.2392380237579346,1.4181817770004272,121,3,2,ACD,default
06db9ecd-3b54-4cfc-a2db-2b3994a44cac,30300003,2031,0,60,825.567138671875,825.567138671875,71.72928619384766,189,184,189,473,0.3993600904941559,171,33,3.991244316101074,3.9313137531280518,889.7925415039062,889.7925415039062,211.0280303955078,211.0280303955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.5166666507720947,121,3,2,ACD,default
001e34c9-49d1-4bf4-a2ec-47aac92c526a,30300004,2021,0,50,1396.16552734375,1396.16552734375,46.66649627685547,138,138,149,645,0.21387536823749542,125,29,2.4755427837371826,2.3642220497131348,511.92724609375,511.92724609375,7.253998852952402e-23,7.253998852952402e-23,4.050000054491096e-24,4.050000054491096e-24,1.8899999728384513e-23,1.8899999728384513e-23,0.0,0.0,0.0,0.0,0.0,5,66.99725341796875,0.35473084449768066,0.0,121,3,2,NE,default
001e34c9-49d1-4bf4-a2ec-47aac92c526a,30300004,2026,0,55,1376.783935546875,1376.783935546875,70.03331756591797,196,196,205,645,0.3037005066871643,178,33,3.0539069175720215,2.972079277038574,845.1400146484375,845.1400146484375,109.19925689697266,109.19925689697266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,78.58869171142578,0.890485405921936,1.9818181991577148,121,3,2,NE,default
b3d42672-07bd-4822-8e7a-d425f06f0c5e,30300004,2021,0,50,1396.16552734375,1396.16552734375,46.66649627685547,149,138,149,514,0.28979647159576416,125,29,2.4755427837371826,2.3642220497131348,481.5759582519531,481.5759582519531,6.947999076728447e-23,6.947999076728447e-23,7.019999831497599e-24,7.019999831497599e-24,1.8899999728384513e-23,1.8899999728384513e-23,0.0,0.0,0.0,0.0,0.0,5,76.87956237792969,0.40065932273864746,0.0,121,3,2,ACD,default
b3d42672-07bd-4822-8e7a-d425f06f0c5e,30300004,2026,0,55,1376.169921875,1376.169921875,73.68521881103516,214,203,214,514,0.4163973033428192,180,33,3.1332173347473145,3.036494493484497,863.9705810546875,863.9705810546875,168.69509887695312,168.69509887695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,85.97232818603516,1.0073363780975342,3.0727272033691406,121,3,2,ACD,default
b3d42672-07bd-4822-8e7a-d425f06f0c5e,30300004,2031,0,60,1356.3541259765625,1356.3541259765625,101.84820556640625,276,267,276,514,0.5370357632637024,231,36,3.710446357727051,3.6337523460388184,1288.7957763671875,1288.7957763671875,362.0648498535156,362.0648498535156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0333333015441895,121,3,2,ACD,default
